predict_price,real_price
2.9876,12.5
3.6759,12.4
3.9824,12.5
2.8201,5.6
2.2815,2.7
2.957,2.6
3.6661,12.3
2.7364,10.1
1.1716,2.9
2.4791,10.0
3.3072,3.0
3.3199,3.0
2.5989,9.9
2.5352,3.2
3.2626,4.0
2.7834,3.3
1.614,3.2
1.8998,2.6
1.5378,2.1
1.5768,1.1
0.8415,0.3
1.9489,0.0
1.4832,0.0
1.9743,-2.5
1.8653,-7.4
2.5359,0.0
2.0102,0.2
2.6318,2.7
2.1464,2.7
1.4616,-0.2
0.9107,2.5
1.9484,0.0
2.5786,-0.2
2.1679,2.3
1.2442,4.6
2.3155,13.0
3.4155,12.7
3.9477,12.8
2.2022,13.0
3.7669,18.2
4.5824,19.8
3.8412,19.9
4.3399,22.3
4.7432,23.3
4.9896,21.7
3.5639,12.8
2.0265,13.8
2.3557,12.9
4.1461,12.9
4.7836,21.6
4.1908,12.9
4.3602,21.6
4.446,21.8
4.8275,5.9
5.3677,5.8
6.1655,5.7
8.7883,21.6
6.7314,21.7
7.3461,5.5
6.8862,4.6
6.1973,-5.8
7.2432,13.1
7.1448,3.4
7.6525,3.5
7.1766,3.5
7.5378,3.6
7.4558,13.0
9.0936,13.0
9.6141,16.6
9.1156,15.8
9.3337,15.7
10.6825,4.1
8.3497,4.2
8.4353,4.2
8.5636,4.2
9.0067,4.3
8.0766,12.8
7.9627,4.3
7.6827,10.0
7.7246,4.3
7.9267,5.0
7.3362,4.5
7.4769,4.0
9.2031,5.0
6.9278,4.0
5.9667,5.0
5.9466,3.6
7.1574,4.1
6.3847,5.0
5.3794,5.0
5.0332,4.9
7.1603,4.9
6.5516,0.1
5.4565,4.8
5.0172,4.9
6.3916,0.3
4.8656,4.8
4.3213,4.9
4.0743,0.5
5.795,4.1
5.0712,0.4
4.3451,0.7
4.959,4.1
7.8191,4.1
5.9771,4.1
5.576,1.8
5.551,4.1
6.3892,1.9
4.7468,1.8
4.2537,1.7
4.6489,1.6
5.2602,0.7
5.0959,0.6
4.5197,0.3
4.8648,0.1
6.5195,0.1
5.2316,0.1
4.855,0.1
5.2106,0.0
4.3675,0.1
3.7508,0.1
3.4338,0.0
3.8069,-0.1
3.3481,0.0
4.0134,0.0
3.557,-0.9
3.6179,-0.1
4.96,3.0
4.5805,-3.0
3.8566,0.0
3.9626,-2.6
3.1323,0.5
3.3391,3.2
2.642,3.3
3.1215,9.9
2.3037,0.5
3.4272,-0.5
2.3174,0.0
1.7645,-3.2
1.4893,9.1
1.7356,9.0
-0.0296,10.4
-0.7225,10.5
-0.0157,10.6
1.3423,9.0
-0.4982,10.5
-0.8522,9.0
-0.5738,8.7
1.5944,5.3
0.2068,0.1
-0.7147,0.1
-0.8332,5.1
0.7125,-0.2
-1.3036,0.0
-2.0303,4.9
-1.3089,5.0
1.9144,-0.4
0.503,1.2
0.6993,1.2
2.4829,1.2
4.293,4.6
2.8976,7.4
2.4768,7.5
2.7959,7.4
4.574,9.0
2.5275,-0.1
1.5225,-0.4
2.0175,6.9
5.1182,8.5
5.1469,9.4
5.0215,9.4
5.03,9.5
6.1469,4.1
6.0481,-9.5
6.938,-4.0
5.7894,-0.1
6.216,-0.1
5.1117,-6.5
5.1936,-7.3
5.616,-1.0
6.7302,0.0
7.1357,3.7
8.0615,3.7
8.0007,5.0
7.6602,-3.1
7.8894,1.9
8.6278,3.5
8.769,3.8
7.6681,3.9
7.5558,4.6
8.0352,5.7
7.4244,5.9
6.8541,6.9
7.2291,11.9
8.3058,16.4
7.7604,18.6
6.2801,21.5
6.7925,26.9
7.554,27.7
7.1796,28.6
6.0956,29.9
6.2375,30.9
6.5914,31.1
8.0406,-1.3
5.727,22.9
7.1651,29.7
5.9078,30.6
6.7182,-3.6
4.9888,1.0
5.3836,-1.0
5.1869,0.0
4.9378,-0.1
3.9591,9.1
5.3303,18.2
4.615,18.7
6.1674,0.2
3.8558,-0.1
3.0779,18.6
2.4367,25.8
3.0447,1.5
3.1205,-1.6
5.6654,-0.1
7.2564,17.1
5.2918,20.0
8.0488,-14.3
9.887,0.0
10.8434,5.6
9.5092,5.7
7.8663,5.8
7.3972,6.1
6.2987,-6.1
8.2156,0.0
8.3913,-0.6
8.4841,3.1
8.883,3.1
9.9776,3.1
9.7184,-1.2
9.1615,1.9
9.2835,1.9
9.8996,3.6
8.9089,4.5
9.1313,4.8
8.2033,4.9
9.0744,6.9
9.3353,9.1
8.4542,11.8
9.0177,11.9
9.7391,15.0
9.0722,2.3
9.0707,15.0
9.5632,2.3
9.6738,2.3
9.7808,15.0
8.8907,3.7
8.7514,-2.3
9.689,-5.0
12.3031,7.7
11.0762,7.8
11.8297,8.6
12.699,11.9
12.2475,15.6
11.6525,-15.6
12.7572,-1.4
12.8856,3.2
12.3623,4.6
11.2376,6.4
11.2402,8.3
10.7266,18.2
11.1141,19.6
10.4188,26.6
10.8387,28.5
11.5178,29.0
12.5967,30.6
11.0912,30.7
11.7342,32.6
11.7358,32.6
11.912,34.8
10.5538,35.0
10.7601,35.0
9.5266,35.0
9.8913,30.7
8.8083,30.7
8.8387,30.7
9.1656,30.7
9.8282,16.2
9.6094,22.7
10.1467,30.5
11.2222,30.7
10.1953,35.2
8.8061,35.9
9.0792,37.2
7.9205,40.0
8.5817,20.6
6.8898,13.4
7.2024,10.5
7.6353,10.4
8.8565,12.9
8.0648,11.0
8.6473,7.8
10.3388,7.7
13.333,31.7
11.6669,37.4
11.3323,32.2
10.9232,38.1
11.6111,43.6
7.9678,48.3
7.3469,59.7
7.9505,64.4
9.8229,57.7
7.4359,64.4
7.5913,65.4
8.9734,53.0
8.7318,45.5
7.8402,40.4
8.5849,37.4
7.7977,45.5
6.7942,35.7
6.806,34.1
5.31,32.4
5.5714,24.4
5.0546,26.0
4.6813,24.4
4.9537,26.0
5.7383,45.0
4.0421,25.8
4.6169,24.6
7.3644,24.5
6.2336,21.1
4.0394,26.5
3.5269,30.1
3.6942,27.0
5.1703,24.5
5.78,21.0
4.5182,20.5
5.1071,20.3
6.2619,15.7
5.9226,11.4
4.626,-6.8
6.4735,13.9
8.4007,11.2
7.4091,14.2
6.6805,13.9
6.771,13.9
7.234,16.4
8.551,14.2
7.519,11.2
8.0044,11.2
9.8805,11.3
11.2328,11.2
9.1962,11.3
9.5298,13.2
11.1723,13.8
11.1232,11.4
10.7176,11.3
11.2256,11.2
11.6485,10.5
11.4605,9.2
10.3832,5.5
11.1557,5.3
13.4541,5.2
13.7105,2.7
10.4999,13.1
11.3864,13.1
13.208,11.4
13.0074,-4.8
12.827,5.0
13.8284,5.0
14.0076,5.0
13.2987,6.5
12.0696,7.9
13.058,4.9
15.0089,9.5
15.9936,11.0
13.5375,11.1
14.4115,8.2
15.3575,11.1
14.6735,12.0
14.3536,11.1
15.7584,4.6
15.819,15.0
14.409,11.4
12.56,13.4
13.6025,11.4
14.1768,11.4
12.9483,13.4
13.1733,12.7
13.464,11.6
13.7792,11.6
11.4424,11.6
11.9431,11.7
13.7758,11.7
13.6914,11.6
11.8687,11.5
11.9607,11.6
12.8275,11.5
13.1942,11.6
12.4441,11.3
12.8613,8.9
12.8283,11.7
12.6897,6.8
12.2901,6.7
12.4195,6.4
13.6145,4.6
13.7395,3.0
11.6613,8.7
11.4586,8.7
11.9124,8.8
12.3865,6.9
10.3704,6.4
10.776,1.6
10.0638,-0.7
9.4051,-0.1
8.3468,4.9
6.9669,1.0
7.6515,0.8
7.7294,0.8
5.4335,0.0
5.6934,0.8
6.1137,0.8
6.6156,-0.7
4.7007,0.0
5.7457,-10.1
4.1079,3.3
3.4458,0.1
3.0935,0.1
4.5833,-0.1
3.9822,-2.7
3.5046,0.6
2.7954,0.6
4.7738,6.4
4.0447,8.9
3.7034,9.1
3.8887,22.4
5.8519,20.6
4.581,21.9
4.4338,23.3
4.5329,27.2
5.4621,33.9
5.4034,28.5
5.998,30.6
6.6014,37.3
8.3139,38.3
7.8057,38.3
7.2372,38.2
9.4765,30.5
9.9258,30.4
9.2098,26.6
9.266,38.3
9.594,32.1
9.7521,38.3
9.6406,44.6
9.8782,27.0
9.8018,26.9
11.8763,26.4
9.9669,26.8
9.1193,26.7
11.3462,26.7
12.0736,22.1
11.3304,22.7
11.0789,25.9
10.6932,18.1
11.1666,18.0
11.9797,17.9
12.0085,17.7
11.7476,18.0
13.3562,17.7
12.7095,16.4
12.1786,15.5
14.2805,11.2
14.9818,9.8
14.5257,7.7
15.1656,7.5
15.5894,-9.8
16.0678,-0.1
17.1015,0.0
17.7107,0.5
19.0111,11.8
17.7206,11.9
17.6011,11.9
16.6408,11.9
17.911,12.1
16.9772,1.2
16.5282,17.6
17.0673,12.9
16.9441,5.9
15.355,2.0
15.442,7.2
16.1433,9.1
17.1354,9.6
15.1407,9.7
14.6033,7.5
15.3645,7.4
15.2933,7.1
15.7504,7.1
14.8774,7.2
14.5484,7.2
15.8338,7.2
15.5517,7.2
15.5156,7.2
14.7463,7.2
14.2132,9.7
12.8299,9.7
12.4338,9.6
14.4534,9.7
14.8389,9.7
15.3029,7.2
14.4685,6.4
14.9005,8.7
15.5553,8.7
14.8749,8.7
14.9569,9.6
15.461,8.7
15.1806,6.1
13.3416,5.4
13.1125,6.0
15.2982,5.4
18.1004,5.4
16.9774,0.0
16.4942,-0.1
16.682,-6.0
17.5039,3.7
16.1982,4.3
16.6395,5.0
18.6421,16.8
17.2982,18.7
14.3842,19.0
14.2124,19.7
17.4373,25.8
19.1682,12.6
17.893,17.7
16.3162,25.7
18.5534,25.8
17.5784,25.8
15.0744,26.0
15.1374,25.8
16.9594,25.8
14.5754,29.7
11.8456,29.6
11.9145,25.8
13.86,29.4
14.8324,25.8
12.2972,25.7
12.7634,22.8
13.7669,17.0
13.6551,13.9
11.5906,12.6
11.7049,9.8
12.0954,9.7
10.9569,9.2
10.039,7.9
10.7477,6.1
10.8641,6.0
12.4883,5.4
10.3131,4.7
11.6529,2.9
12.2724,1.0
11.392,0.7
9.7249,-2.4
10.6015,20.9
10.5491,21.1
10.783,22.5
8.9312,23.5
9.3999,24.8
9.6191,25.0
11.4897,27.3
9.0339,27.6
10.2918,29.3
10.7169,35.0
10.7513,36.2
8.7563,36.5
9.3976,36.6
8.0932,36.7
9.9458,46.7
7.6419,48.4
8.2791,50.0
8.1261,16.0
11.4419,27.4
9.0346,17.4
9.8433,27.4
10.8947,27.5
11.9525,27.6
10.2717,30.8
10.0856,34.1
8.7275,34.2
10.3293,37.7
8.381,18.4
8.8361,18.3
9.1246,15.2
11.7554,11.6
9.5239,10.9
10.4235,10.8
10.3493,9.1
11.7726,8.2
10.4358,7.0
10.2367,6.9
8.5314,4.7
9.3611,4.5
8.109,3.4
8.1061,2.2
7.9813,15.4
8.8552,2.2
8.1402,27.8
9.6308,32.4
8.1979,32.6
8.7796,28.7
7.795,28.8
7.3723,36.4
5.931,42.5
5.2537,47.5
4.5591,30.7
4.3136,33.1
4.5009,31.3
3.9083,31.0
3.3759,18.1
3.9346,18.3
3.4759,17.0
3.7884,18.0
4.9253,36.6
4.7095,30.3
2.3041,30.2
2.1819,32.0
2.1925,22.3
2.1308,29.9
0.8568,25.8
2.3875,20.5
2.6948,20.5
2.7417,20.6
2.2822,20.5
3.8248,29.1
4.2173,29.7
3.8742,30.1
2.3646,23.8
4.0263,21.8
5.5733,20.3
4.8613,20.2
3.7687,19.5
4.3866,19.4
4.7725,18.1
4.5762,12.4
4.459,14.9
4.5688,16.3
5.8237,15.0
5.7812,15.3
5.9797,15.4
6.2523,15.4
8.182,15.1
8.1724,15.0
7.9046,14.6
6.9754,44.1
7.467,47.1
7.5808,48.2
7.2748,39.3
6.3366,48.0
6.7458,48.0
7.1011,47.9
7.8568,46.7
8.2342,47.8
9.4395,39.4
9.5679,27.3
9.4119,36.2
6.4537,18.8
7.1104,15.4
9.2239,27.6
12.0822,27.6
12.6774,15.5
12.6863,15.4
14.277,13.4
13.3627,27.6
13.4233,13.4
14.9855,13.3
15.0981,10.6
13.87,8.3
12.3499,7.1
12.3648,6.2
13.7703,5.7
13.8179,5.6
14.4766,13.5
14.4117,5.6
14.8451,4.1
11.2282,4.0
11.4266,0.9
11.6358,-2.7
12.0128,24.9
11.0949,21.1
9.048,8.9
8.3656,9.0
9.2841,8.9
8.8761,21.9
9.575,21.8
10.6136,9.1
9.9925,9.0
7.1004,1.5
7.569,1.4
7.916,-7.7
8.6324,14.0
7.1408,1.7
6.295,1.8
6.1173,1.7
6.8991,1.6
6.5682,0.0
7.1839,2.0
7.4864,1.9
6.2673,0.0
4.892,13.8
5.0976,2.1
4.2594,2.0
4.2219,-0.2
4.427,13.6
4.2951,13.7
4.0995,0.1
4.082,0.1
4.3645,-6.5
6.0088,6.9
5.35,0.1
4.3756,0.0
5.3975,0.0
5.7655,6.8
4.8875,0.1
4.9354,0.0
7.5135,6.8
7.6165,5.5
6.3437,6.8
5.3563,5.5
6.3187,-4.0
7.3749,1.5
6.7284,3.8
5.6929,-0.3
5.9204,4.6
5.5704,4.6
4.9621,4.6
4.6826,-2.7
6.9747,1.9
7.0784,3.5
5.7836,3.5
5.3454,-3.5
6.5232,0.0
5.4986,0.0
4.7078,-0.9
4.0998,-0.2
3.7874,1.4
3.01,1.4
3.7685,6.0
3.7622,6.9
4.976,6.9
5.3993,8.3
4.9493,10.5
4.8007,11.2
4.8954,0.1
3.3181,0.3
2.9419,1.9
1.0494,2.1
2.205,2.0
1.6502,1.9
2.2188,0.4
2.4637,-4.6
3.4185,2.3
2.4234,2.3
1.7277,2.3
1.9067,2.3
2.9593,2.3
1.3116,8.9
0.9409,8.9
0.6289,12.3
3.2233,18.1
2.2765,6.3
2.7403,4.5
3.49,1.3
4.2614,1.1
4.0367,-6.2
3.2296,11.8
3.8798,0.2
4.8774,0.1
3.5698,-1.5
2.8119,13.1
3.2945,18.2
4.2503,14.2
3.1322,20.5
3.7594,15.1
4.3218,18.1
5.8239,19.2
3.5486,20.7
2.6669,22.1
3.5406,23.6
4.3798,25.8
2.9695,25.2
3.0611,30.6
3.9024,25.2
3.7455,30.5
3.6687,28.2
4.3683,28.2
4.9524,27.4
5.317,27.2
5.1776,27.2
4.8095,25.2
5.8642,28.1
5.2505,29.2
5.0817,31.8
6.9596,35.4
7.7928,33.8
6.4586,33.3
6.7812,33.3
9.1105,29.0
9.2971,27.2
8.503,24.4
8.4854,33.7
9.2585,19.4
10.2489,19.0
10.5692,18.2
10.2766,18.1
12.8744,15.1
15.4788,14.0
14.6091,12.6
14.3124,12.0
15.9906,10.4
15.7694,8.2
15.0594,24.6
14.1698,29.8
15.2172,29.9
15.0973,30.1
15.4214,19.6
15.2747,9.1
16.1298,9.0
17.4374,19.7
15.1947,9.6
14.4316,9.3
15.9302,9.8
15.2135,7.2
14.0752,6.1
13.0141,3.1
15.4792,2.6
14.6989,2.4
16.9739,22.1
17.2231,12.4
17.7543,10.9
17.211,10.8
15.191,26.6
15.3441,25.3
16.6554,19.9
15.9452,20.0
14.2738,26.1
13.2282,20.2
16.4567,20.3
15.5098,20.1
16.7023,19.5
17.0011,10.9
16.6466,15.9
16.3519,24.9
11.9592,25.6
10.8633,17.1
12.7447,12.6
12.4896,12.2
10.6898,10.9
8.5163,9.2
11.1718,5.3
11.3362,1.8
10.7899,1.1
10.2091,-19.1
13.8741,6.5
12.516,6.6
10.786,7.0
9.4301,7.0
10.7929,6.7
9.5752,2.3
9.3466,7.0
7.0958,15.2
9.8767,17.3
10.5643,19.7
10.1202,20.2
9.3626,23.1
9.8668,23.3
9.3969,9.0
9.0356,12.0
8.5305,16.5
8.2507,18.9
8.65,29.1
8.0792,16.8
8.7837,17.5
10.6097,21.9
10.4938,21.9
11.1486,21.9
10.9099,25.6
11.3503,25.9
12.7367,26.9
12.5579,22.0
11.9038,19.5
11.3102,19.3
10.6829,19.2
10.9403,19.1
11.8075,18.9
12.6503,18.7
12.7558,27.2
13.4788,29.0
13.4272,29.0
14.1578,29.9
14.9745,28.3
13.7067,33.0
14.575,35.6
14.2628,35.6
14.0775,33.8
13.9164,26.2
15.2299,26.1
14.7267,26.3
15.4543,16.2
17.8035,16.1
17.8633,16.3
18.6154,16.1
19.7989,18.2
16.5579,23.5
17.8728,24.2
16.9494,24.5
17.9993,24.6
17.5132,24.5
17.2615,20.1
17.6589,20.2
20.2495,16.6
20.5676,20.4
19.6893,16.8
22.2494,16.7
24.2986,16.5
19.8207,16.5
21.1333,16.2
20.3666,7.3
21.319,6.5
21.452,6.4
20.6871,5.3
20.9926,5.3
23.1125,3.5
24.4644,-0.1
23.3922,2.5
23.702,5.2
23.979,6.3
22.1133,5.2
21.9039,3.6
19.2002,1.4
19.8725,0.0
20.9047,4.7
19.8498,1.4
19.0762,-0.2
18.8993,5.2
21.4468,11.2
20.2409,13.5
18.1528,13.1
18.0966,19.2
16.6986,15.3
15.1195,23.5
12.6371,24.9
13.0187,18.3
14.5131,20.1
14.158,18.1
13.5392,28.6
13.5859,27.1
15.2202,28.3
15.8989,32.4
14.2068,32.5
14.5734,34.9
14.3176,25.3
11.4305,21.2
11.2785,35.4
12.0805,35.4
13.3325,35.4
12.7985,32.1
10.9267,21.5
11.4462,21.5
12.9931,21.3
12.7956,21.3
11.0663,21.4
11.1118,19.9
11.1341,19.8
8.5325,19.7
8.2819,28.6
9.0464,19.9
9.8879,13.5
9.3968,12.0
8.9095,11.9
9.7014,9.9
10.9487,7.6
9.8446,7.2
8.1741,6.9
7.6773,5.0
8.0574,4.9
5.9699,3.9
5.8081,1.1
6.0092,-1.2
7.08,22.7
5.9978,18.8
7.1346,15.1
7.779,19.7
8.133,15.5
7.0592,15.1
6.9719,15.1
5.6907,15.5
5.6534,14.6
4.7336,15.5
5.4924,15.5
4.7917,15.6
5.3851,18.7
5.0487,15.6
6.3811,18.7
6.373,15.7
6.4437,15.6
7.2132,18.6
9.1908,15.7
7.8709,15.6
6.9633,14.2
6.7968,-2.2
8.6869,7.2
7.1868,12.9
8.2197,16.2
7.9294,13.4
9.4563,-0.1
9.4492,16.0
9.2017,15.9
9.0735,15.9
10.0086,15.9
8.8649,15.9
9.292,16.1
10.4755,19.5
8.2903,19.4
6.2445,17.0
6.4561,16.9
8.8037,11.4
8.7388,11.4
8.0724,11.4
7.8771,3.6
8.6907,3.5
9.4902,11.4
7.5714,11.4
7.2527,19.5
9.6891,16.1
8.5807,16.0
6.8264,16.1
7.102,19.5
9.9858,19.9
9.2852,18.7
8.9872,11.3
9.4067,11.2
10.7903,11.1
11.3372,11.0
10.9005,17.4
11.5899,15.9
14.0845,13.1
10.7628,13.0
9.9366,12.7
11.2761,11.1
14.2028,9.3
12.7362,3.5
11.7225,3.4
12.9015,0.0
13.7138,0.1
12.3574,-0.1
11.4473,10.6
12.1422,12.2
13.7009,12.3
9.7777,12.3
8.9052,15.5
9.7012,15.6
10.47,15.7
10.2461,-9.8
8.9799,6.9
9.3392,6.8
10.5157,1.4
10.5786,6.6
8.8178,6.7
7.8636,7.2
8.5622,7.1
8.3146,6.3
7.6546,14.9
7.5622,10.2
6.8553,10.3
7.2069,10.4
7.4103,15.4
7.8452,15.4
8.2997,10.5
10.0155,12.1
9.7051,12.1
9.6335,12.3
9.5318,12.3
10.1242,12.3
9.5769,11.5
9.8056,12.3
10.1327,15.9
10.4706,16.4
10.6209,19.6
11.7131,20.0
11.7371,17.5
13.0572,11.6
14.1353,11.5
13.4584,11.2
14.0874,10.8
13.2963,8.6
11.7138,10.7
11.6706,8.7
12.8343,10.7
13.6283,8.8
12.8903,8.7
13.3487,8.7
13.9913,4.1
15.0849,0.8
14.1896,0.2
12.5451,0.2
13.6933,7.8
12.6256,0.2
9.9264,0.5
10.5704,0.4
13.5039,0.3
13.6509,0.2
12.294,0.0
12.1622,0.6
14.6547,0.1
14.3524,5.0
11.8893,0.1
10.2103,0.7
11.653,0.9
9.9879,0.1
7.2092,0.0
7.9159,4.8
9.2146,0.0
10.0508,4.5
8.5631,1.0
8.7246,0.3
10.48,0.3
10.6147,0.0
8.0233,4.3
8.0248,0.0
8.7405,0.0
7.9553,1.1
6.0193,0.0
7.2068,0.0
5.7578,0.0
6.7907,0.0
6.3739,0.1
6.8526,0.0
6.5175,0.0
8.7025,0.0
7.4521,0.4
7.0999,0.0
6.7228,0.4
6.5626,0.3
5.2164,0.4
6.0228,0.4
5.0483,0.1
5.3231,0.0
5.6024,0.0
5.5317,0.4
4.7154,0.0
5.9286,0.1
4.2875,0.0
4.5607,0.2
5.4229,0.0
4.3559,0.2
2.7956,0.0
3.4672,0.0
4.9043,0.0
4.1875,0.1
2.6813,0.2
3.1603,0.1
4.046,0.1
3.3388,0.0
1.8217,0.0
3.2362,0.1
3.634,0.8
2.4243,0.9
1.3682,0.8
2.276,0.9
3.5233,0.8
2.3315,0.8
0.259,0.9
-0.0704,0.8
1.018,0.8
-0.2685,0.8
-1.0572,0.8
-0.7563,0.9
-0.372,0.8
-0.7666,1.1
-1.22,1.2
-1.4355,0.8
-0.4163,0.9
-1.4485,0.8
-1.7363,0.8
-1.9136,0.8
-1.3513,2.6
-2.5596,2.7
-3.0575,0.8
-2.3315,0.8
-1.8421,6.5
-0.6422,6.4
-1.0189,11.0
-1.4691,10.9
-1.8651,10.9
-2.1617,8.2
-2.0463,8.2
-1.5517,7.4
-1.6145,8.4
-2.865,7.4
-3.1242,8.2
-2.4621,8.2
-2.4025,11.0
-0.5523,13.2
-0.9669,15.7
-1.3486,17.7
-0.7616,19.9
-1.2928,9.9
-1.2077,9.3
-1.1337,9.3
-0.6852,9.3
-0.056,9.3
-0.7192,9.2
-1.3556,9.4
-2.0269,9.9
0.6618,9.5
0.101,9.4
0.298,9.3
-0.2358,9.1
-0.3552,9.9
-0.8667,9.8
-1.7614,3.5
-1.432,3.5
-1.8495,1.7
-2.522,9.9
-2.5938,3.6
-2.2922,3.6
-1.6411,3.7
-2.4212,3.6
-1.643,3.7
-2.1756,9.2
-2.7883,3.8
-3.6238,9.1
-5.0756,3.8
-4.6693,9.3
-4.7525,4.2
-4.9141,4.2
-3.9581,0.5
-4.5486,6.4
-3.1912,4.3
-4.1036,2.9
-3.9294,6.4
-3.938,9.1
-2.6327,9.2
-3.1808,15.0
-2.8761,19.5
-3.1307,19.8
-2.7727,22.6
-1.0813,24.5
0.9666,25.4
0.7815,26.1
1.7355,27.7
1.298,28.5
0.9473,30.0
-0.1902,30.9
0.9905,33.2
0.9696,33.6
2.2189,36.8
2.1698,37.0
0.9811,37.5
3.7727,38.0
3.8228,12.0
3.6161,12.1
4.5916,12.0
4.8316,12.0
4.4869,11.6
2.978,12.0
3.9611,12.0
4.9081,15.0
6.2669,14.6
5.5439,15.0
6.0365,14.6
7.6381,17.5
4.7653,26.9
4.1564,18.6
5.7467,13.0
7.5533,9.2
6.5096,9.8
4.4531,10.1
6.7965,19.6
7.2092,19.7
7.6591,21.7
6.0246,22.7
8.0809,24.0
7.532,25.1
4.5787,29.0
4.2673,28.0
6.8273,29.0
6.691,33.4
5.7735,31.3
4.919,31.3
6.8627,31.4
6.6401,31.3
5.9985,31.3
5.3844,33.2
6.751,31.3
4.519,31.6
3.7916,32.6
2.5625,31.6
4.495,28.3
3.5226,32.4
3.4768,31.8
2.4437,28.3
3.8329,25.7
4.1456,24.4
4.3956,24.3
3.0322,28.4
2.5851,24.3
1.2892,23.8
3.4361,23.3
2.0155,15.4
3.0605,15.3
2.3518,13.3
3.5873,10.7
2.9094,9.3
3.3015,8.3
2.9031,4.3
3.4552,3.3
2.7052,2.3
3.2925,-0.2
3.3087,22.4
5.0508,22.3
4.1976,10.1
4.5235,3.8
4.2863,16.3
4.8726,10.2
4.8454,4.2
5.0149,3.7
4.9771,16.4
5.1771,3.7
5.1026,0.0
6.1974,16.5
5.6155,0.1
6.6625,-0.1
5.9445,17.8
7.2085,16.5
5.8945,3.6
6.5951,21.9
7.2586,10.2
6.7998,0.1
6.6413,0.0
7.8838,11.3
6.3292,11.2
6.6795,-0.1
7.6921,21.6
8.0507,21.5
6.7421,-3.1
6.0807,14.8
7.184,3.6
7.0046,14.7
6.9658,14.7
6.6954,14.7
7.5989,14.7
7.2133,14.8
6.0394,16.8
5.9116,16.7
8.4058,16.7
7.6034,3.9
5.9707,3.8
5.8764,16.6
8.0628,16.5
7.4446,3.8
6.982,4.0
8.4573,4.1
10.1583,9.1
10.803,5.3
9.3985,5.2
10.3668,12.4
13.257,12.3
12.3444,12.3
10.8285,12.3
10.437,5.2
12.8815,12.3
12.1492,12.5
11.3236,16.1
10.4925,18.5
12.4141,12.1
12.1334,5.4
11.4902,11.9
12.4771,5.5
13.9627,5.4
11.8903,11.8
11.4851,5.4
12.0933,5.5
13.2266,5.2
12.181,5.6
11.5641,5.5
10.5285,11.5
11.4709,5.7
10.7585,11.4
11.0475,5.9
9.9593,5.8
10.1331,5.7
9.35,5.5
9.0922,5.2
8.7227,0.1
9.4295,-8.0
9.0222,-0.1
8.5574,1.2
7.0567,1.2
7.7277,1.2
8.7194,0.1
9.4307,-1.2
7.608,-0.3
7.4129,-1.3
6.5794,1.1
6.856,-0.5
6.6523,0.6
6.6483,0.6
6.7063,0.6
6.2129,0.3
5.7152,0.3
6.2695,0.2
7.5803,-10.2
8.0573,0.0
7.2303,0.3
7.6434,2.0
7.7044,0.9
7.9538,0.9
7.898,2.8
7.3919,3.4
7.7391,3.4
7.67,2.7
6.9072,2.5
6.6041,1.5
8.1904,3.4
9.449,4.2
9.7101,4.9
8.9284,4.9
7.8803,4.9
9.3811,3.4
8.5706,3.4
8.1143,3.4
8.2755,4.8
9.0505,4.9
7.6978,9.9
7.8395,10.4
8.2222,10.4
9.567,10.4
10.5824,14.9
8.4657,16.5
6.6863,24.1
8.5112,23.5
8.1268,14.9
6.3906,23.5
6.8457,15.1
7.5956,15.0
6.7803,14.9
6.7581,1.7
6.8137,1.6
7.5527,0.7
8.3803,-6.6
7.4057,0.0
7.4356,8.5
8.2347,0.0
7.0963,9.9
5.737,0.1
6.4599,9.6
6.5802,10.0
6.879,13.5
6.9144,15.1
6.8345,15.9
6.9531,24.6
7.6184,30.9
6.6443,31.0
7.6313,31.1
8.246,35.5
6.1533,35.9
4.6982,7.9
5.6618,7.8
7.4911,17.7
6.433,21.1
6.616,25.1
9.2125,16.3
8.7807,8.1
7.9607,8.4
8.396,7.8
10.0513,7.7
9.7015,7.7
7.1511,7.8
6.9737,10.3
7.9766,10.4
7.1251,12.7
6.8856,12.6
7.2999,12.6
8.4761,12.5
8.2728,12.5
7.3993,12.6
9.1011,12.6
7.7746,11.0
7.0179,10.3
4.6825,10.2
5.9492,10.2
5.9027,2.5
5.515,10.3
5.0274,4.1
5.5798,10.3
4.7734,4.1
4.4837,2.6
5.3358,10.2
4.8321,10.3
2.9932,4.1
2.9978,10.3
3.5087,10.3
4.3063,10.6
3.4667,10.3
3.31,4.1
4.2203,12.1
4.5068,12.1
3.6041,4.2
3.4508,4.1
4.3615,4.0
3.605,3.9
4.2284,1.5
3.9246,12.7
5.4556,12.6
5.8413,15.5
5.1416,15.7
3.9365,17.3
5.4605,13.5
6.0634,22.6
5.9443,22.6
6.1576,25.4
7.4205,19.4
8.9185,30.5
9.3416,31.0
8.457,31.4
9.9259,31.6
10.607,31.5
9.4975,27.5
10.1106,31.6
9.7608,27.5
11.0029,29.0
11.7979,24.7
11.3678,24.6
13.0834,28.9
14.4004,22.6
13.8959,22.5
13.0111,20.0
14.454,28.0
13.1906,27.9
12.4708,25.8
12.7102,25.9
12.2347,25.8
12.6894,25.9
12.8018,25.8
12.8219,25.8
13.1141,22.9
12.7949,22.8
10.9207,20.6
10.812,16.6
11.3329,15.8
9.5492,15.8
9.1586,12.5
10.6233,10.8
8.6255,7.9
9.1305,6.4
8.0486,5.9
