predict_price,real_price
7.309,4.4
6.6196,4.3
7.591,4.3
8.2048,4.3
7.2395,4.3
6.1267,4.3
6.5815,4.9
7.1601,4.6
7.8308,4.7
6.8715,6.9
7.8266,4.8
7.978,8.6
7.1263,6.4
5.9199,8.6
6.6371,8.4
7.8409,8.6
7.512,8.5
5.7126,8.6
5.7834,12.7
6.5228,12.8
7.5178,13.1
5.5695,13.1
5.4416,10.7
5.2467,11.4
5.6027,13.6
4.4461,11.6
4.8175,11.5
5.0694,11.5
5.41,13.5
4.7925,9.1
4.7849,9.3
4.6491,9.2
5.8072,13.3
4.9614,11.8
4.6938,11.6
4.34,9.3
4.543,9.3
4.499,10.1
5.0452,10.0
4.4099,12.4
5.0513,12.3
4.7792,12.2
3.843,8.3
4.1145,8.3
3.4191,8.3
3.2532,7.3
2.638,7.1
3.8774,8.5
3.7721,10.0
3.7165,7.9
3.5399,12.2
3.1078,13.3
3.2397,14.8
2.9095,15.3
2.0434,12.1
1.4585,12.6
1.6921,13.2
1.2001,15.0
0.098,18.1
0.9431,16.4
0.9266,17.7
1.093,19.6
0.2298,20.6
0.1025,20.8
0.3736,20.8
1.2092,21.3
0.5128,21.8
-0.2747,22.5
-0.5295,22.5
-0.4444,23.9
-1.1548,24.0
-0.3006,26.1
-1.071,26.2
-0.3642,26.3
-1.4064,27.6
-1.0257,28.1
1.0472,27.6
1.6586,28.0
1.2478,28.0
0.8712,28.6
1.353,29.1
2.395,30.8
2.2207,32.1
2.9703,31.3
2.3335,32.0
2.5061,30.2
1.7994,29.8
2.7575,29.3
3.6004,27.5
3.292,25.6
3.3564,26.0
4.1413,26.2
4.6393,24.1
4.9904,23.3
4.9604,23.1
5.6145,23.1
6.3316,22.6
5.9069,21.9
4.9389,21.1
6.6643,20.1
7.0327,19.9
6.5609,18.7
6.3872,17.7
6.7831,17.6
7.7118,17.4
7.6096,15.1
7.4058,14.5
6.8558,14.1
8.7068,13.6
8.9193,12.6
7.7222,10.1
9.0474,9.5
8.3764,7.6
8.3272,5.5
8.3552,4.4
8.5481,3.6
11.7879,43.8
11.6674,50.0
10.8578,3.6
12.1805,3.5
11.9676,2.1
12.0576,1.6
10.8778,-6.8
15.7993,37.0
13.5754,37.1
13.7778,41.8
12.4089,41.7
12.8871,36.0
11.1657,36.9
11.5847,41.1
10.9967,30.0
11.4427,22.8
10.7285,22.7
11.3413,30.2
9.677,35.9
11.706,35.8
10.4811,35.4
10.756,33.7
9.9686,22.6
10.5375,33.7
8.7556,22.6
9.2168,22.5
10.1389,30.9
9.5715,30.8
8.2375,30.8
8.3643,32.4
7.8913,30.8
8.5786,30.8
7.2618,18.1
7.6999,9.5
8.2008,9.6
8.2007,9.5
7.0185,0.2
7.4776,-2.6
8.6877,18.7
8.2846,7.2
7.1567,8.2
7.9193,8.0
6.6829,8.0
7.8042,8.0
8.3788,7.2
8.1159,7.1
7.4015,6.4
7.5673,6.3
6.4122,6.9
6.4409,6.9
6.0103,6.8
6.9193,6.8
6.1353,6.7
5.8699,6.6
4.9117,6.0
6.6755,4.9
7.3489,-1.7
6.3726,5.4
6.6732,5.4
7.3015,7.0
6.5541,6.3
6.2148,5.3
6.5996,5.3
6.5516,5.3
5.8872,5.3
5.1489,7.1
5.0482,11.6
6.9066,11.5
6.6961,11.7
5.4824,11.5
6.6545,11.5
6.8056,11.6
7.2295,11.5
6.6962,11.5
7.4205,11.6
7.1134,11.5
7.2073,10.1
6.0582,11.6
5.9322,2.7
7.9859,5.7
7.1048,5.7
5.8856,5.6
6.9418,2.9
6.4707,2.8
5.8016,2.2
4.7813,-4.9
5.5755,1.0
4.2234,1.2
4.1271,1.1
3.0743,1.0
3.297,0.9
4.3609,-0.4
3.0511,0.0
1.8871,0.4
3.7772,0.5
3.5899,0.4
2.6228,0.8
1.3567,0.9
3.314,2.6
2.5174,2.7
2.3401,2.7
1.1802,2.7
2.2208,2.6
3.158,2.5
0.9799,3.0
0.4174,4.0
2.3735,4.1
2.4504,4.1
3.2084,4.0
3.1876,4.1
4.6323,4.1
3.7186,4.1
3.7583,4.1
4.3661,4.1
4.4689,4.1
4.5891,4.0
3.3111,4.1
3.411,4.1
3.8122,4.0
4.6153,4.1
4.2007,4.1
6.002,4.1
7.1562,4.0
6.8055,4.0
4.8345,3.6
5.2084,3.5
5.1874,3.7
5.6442,3.4
3.4012,4.9
3.986,5.6
4.1619,7.4
5.0161,8.0
5.2413,10.4
5.9995,10.4
7.1436,11.1
6.6195,13.3
6.4637,12.4
6.4237,13.6
7.1322,14.0
7.565,14.9
5.2879,15.0
5.6234,16.2
6.1183,17.5
7.6884,18.1
7.845,18.4
8.3096,19.0
10.5918,19.8
10.0062,22.1
10.009,22.0
9.3158,21.9
10.8552,20.8
11.5697,21.7
9.7786,20.0
8.9574,20.0
9.5797,21.7
10.4628,20.1
11.4337,19.7
10.4978,19.6
11.7147,19.4
11.3111,17.9
11.9318,15.5
11.0356,15.4
11.5071,14.8
11.7288,12.9
12.626,12.8
11.2778,11.3
10.812,7.5
10.4395,7.4
11.1266,6.1
8.8096,5.8
9.3931,4.9
8.7982,4.8
9.0229,3.6
7.8786,2.3
8.2262,1.7
8.3898,1.4
10.4848,0.8
8.7894,-5.6
8.4826,15.0
8.2598,16.1
9.4068,5.1
7.6305,19.1
7.008,19.3
7.7041,19.2
7.8015,5.8
7.2704,5.6
7.9148,18.9
7.0061,18.8
8.8202,9.1
8.7442,9.1
7.2207,9.1
6.7741,9.0
6.8429,9.7
5.8045,10.0
5.3443,9.9
5.3728,9.8
5.954,9.9
6.6717,10.0
5.7369,9.9
5.8111,10.0
7.1141,10.0
7.3654,10.0
5.9955,10.0
7.1006,9.9
6.2902,10.0
6.0468,9.9
5.7353,5.8
4.9327,10.0
5.9661,9.9
5.7906,5.8
5.2023,4.5
5.5729,1.2
5.942,1.0
6.1882,0.9
4.9148,9.9
5.4968,9.9
5.5234,10.0
6.1182,6.1
4.9703,9.8
4.8133,7.5
6.1307,2.5
6.5381,2.5
5.6136,2.5
5.9859,3.0
5.6291,3.0
5.8319,21.1
4.3586,22.7
4.4275,15.4
6.6264,15.5
6.3614,9.1
5.7636,15.0
4.9746,15.2
6.5368,16.8
6.0439,17.9
5.5163,13.2
4.7389,18.9
6.1386,19.4
6.6823,15.6
5.3615,16.1
5.5683,16.5
7.4877,16.5
8.0489,17.0
7.3755,18.2
7.2294,19.3
8.4019,23.8
8.0446,23.9
7.3783,24.0
7.5349,20.8
9.3716,22.3
9.39,18.3
6.8907,17.3
7.113,18.9
10.8819,18.9
11.3603,18.9
9.6081,17.8
9.1343,17.6
12.4423,16.3
12.0145,15.7
10.9213,15.3
11.6692,15.1
14.8229,15.0
14.1601,14.6
11.9776,14.4
12.5225,12.8
13.393,11.6
12.5405,11.5
12.0074,10.7
11.5214,10.2
14.2468,9.5
13.2374,8.9
13.1473,8.4
14.6442,8.2
16.7978,7.6
15.397,6.3
14.1896,5.9
14.949,5.8
13.6484,5.7
11.5512,5.5
11.5071,4.7
11.6985,2.9
12.7583,2.3
11.8698,2.0
12.3673,0.3
13.4864,0.2
13.9708,0.1
12.6266,-12.4
11.9016,13.2
12.8881,17.2
11.8529,18.1
9.8328,18.2
10.3249,18.3
10.5612,17.2
10.2165,17.1
8.8964,11.5
9.6973,0.5
10.7365,0.1
10.7479,-7.2
9.5773,11.0
9.0104,11.0
10.1368,10.2
9.0668,10.1
7.5054,-0.1
7.9033,10.7
9.0853,10.7
8.8199,10.7
7.1351,17.0
7.8885,23.2
8.9915,21.6
9.0692,23.6
7.7125,27.6
7.2687,27.0
7.3502,26.6
6.0688,23.1
4.6161,21.1
5.2582,23.0
5.1947,25.8
5.2485,25.7
4.5675,29.3
5.7961,26.9
5.7745,28.7
5.5898,29.4
5.5337,33.2
4.8863,29.4
4.8913,28.6
4.0558,28.5
3.6771,28.3
3.7964,24.1
4.0164,26.7
3.1397,26.8
3.6464,24.2
4.0353,24.1
4.0509,26.6
3.1699,26.7
2.9906,26.6
3.118,24.3
3.027,24.0
3.5068,18.1
3.5933,17.8
3.0884,16.6
2.6582,11.0
2.8892,10.3
2.8451,23.7
2.8094,26.3
2.48,24.4
1.991,23.7
1.9254,10.6
1.5798,7.4
1.136,7.3
1.935,3.9
1.7214,3.1
1.4084,1.2
1.1264,0.0
1.9492,26.1
1.5884,26.3
1.2488,26.4
0.9688,24.5
0.9743,0.1
1.402,2.4
1.247,0.1
0.4951,-0.2
2.0457,24.0
2.1663,24.2
2.933,25.4
2.7968,27.2
3.0063,26.3
2.6742,26.3
1.5334,25.5
1.6618,25.4
1.9827,21.2
1.4317,21.2
1.4968,21.3
2.0138,21.4
2.3364,21.3
1.3818,21.1
2.7185,21.2
2.5105,21.2
3.0245,23.2
1.7801,13.6
1.3029,25.9
0.8367,16.0
2.3784,13.1
1.8188,23.4
1.8714,16.2
2.1573,14.4
2.5741,13.3
1.3603,13.2
1.4277,12.8
2.165,11.7
2.7473,10.7
2.002,10.7
1.5177,15.1
1.4042,14.9
1.8579,14.8
1.9746,13.5
2.4944,24.6
2.8055,24.9
0.2475,24.6
0.4879,24.8
1.9092,24.8
2.66,24.8
1.571,24.8
1.7237,24.8
2.3247,24.8
2.3121,19.0
1.7239,14.3
2.2003,14.2
3.5254,13.5
4.5558,8.6
2.6827,14.4
3.615,23.3
5.6322,23.3
6.3586,15.0
4.749,14.8
4.9588,14.7
6.134,14.5
6.6204,8.7
5.5196,8.6
5.8606,8.4
8.0123,8.2
8.9869,5.0
7.961,4.9
8.977,-4.7
11.0345,10.1
11.1988,10.1
8.9301,10.2
9.2449,10.0
10.1201,10.2
11.6108,10.2
8.9739,10.2
8.2774,7.7
10.6334,7.6
9.9254,10.2
10.2174,10.2
9.3285,9.9
10.0865,9.9
9.2419,9.9
8.0217,10.2
7.935,10.0
8.4274,10.2
9.2997,10.2
7.973,19.3
7.4814,15.0
7.66,10.2
6.1671,8.0
7.7614,-5.5
7.0063,13.9
5.7741,14.1
4.2646,13.8
4.4883,2.1
4.6154,-2.5
4.7948,11.2
4.5614,11.1
3.8451,11.2
3.6645,9.1
3.921,-2.3
1.9503,9.0
3.7894,8.8
3.0247,9.0
2.0912,8.9
1.1552,4.5
2.8153,-0.1
2.7126,9.5
2.7228,-0.2
1.9617,5.7
3.23,5.7
3.0684,5.6
2.2073,4.5
1.7648,4.4
3.5187,0.0
3.3845,4.6
2.3425,0.1
1.9041,-5.5
3.2778,0.0
2.8378,0.0
2.6025,0.0
2.0274,0.0
3.9749,0.0
3.4818,0.0
2.7499,0.0
2.5737,0.0
3.3587,0.0
2.7905,0.0
1.5694,0.0
1.7378,0.0
3.197,0.0
2.6722,0.0
1.6279,0.0
1.1915,0.0
3.3672,0.0
3.1589,0.2
2.453,0.2
2.9962,0.2
1.869,0.1
1.8682,0.2
1.4642,0.1
2.1268,0.2
2.7869,0.2
2.8223,0.2
2.3551,0.2
2.2533,0.2
2.2992,0.2
2.5117,0.2
3.5359,0.1
3.6267,0.2
2.0343,0.1
2.1678,0.2
3.7233,0.2
4.8486,0.1
4.1858,-0.1
4.7068,0.1
4.643,0.1
4.4145,0.1
4.286,0.1
5.2893,0.1
6.504,0.0
6.0824,0.1
3.8114,0.1
4.5402,0.1
6.758,0.1
6.9734,0.1
5.5994,0.1
6.2294,0.0
6.2272,0.1
6.4516,0.1
4.6036,0.1
5.3745,0.1
6.9259,0.1
5.971,0.1
4.4078,0.0
5.2129,0.1
6.5816,0.1
6.1641,0.1
5.4006,0.1
5.4711,0.1
4.9697,0.1
6.1013,0.1
4.5851,0.1
4.8397,0.0
5.5542,0.1
5.2306,0.1
3.9104,0.1
4.7886,-0.1
7.2452,-3.8
7.1111,-0.1
5.7902,-4.6
5.4977,0.4
5.1908,10.4
5.3861,13.6
4.026,13.5
4.9429,13.5
6.3071,-0.1
5.3606,10.9
4.4045,13.4
3.5857,-0.3
4.5192,13.1
3.9738,11.4
2.4679,13.1
2.0905,13.2
1.9998,-5.1
1.951,6.2
0.1297,8.0
-0.0334,7.1
3.1991,8.0
3.4934,8.0
1.2692,7.9
0.559,7.9
2.1424,2.8
3.1975,-0.3
0.6231,7.4
0.5028,6.9
1.831,7.4
2.653,7.4
2.6351,1.3
1.5412,6.9
4.553,0.8
4.5811,5.9
4.6844,0.9
3.4508,7.0
5.8583,5.9
5.4696,4.6
4.5313,1.0
3.6881,4.6
4.6032,0.1
5.3873,1.1
5.7769,4.6
4.7291,1.1
6.8911,-0.2
6.1271,2.5
8.1344,2.5
6.8053,0.0
8.6603,1.4
8.0023,1.4
8.3397,1.0
7.0246,0.9
7.4996,-1.4
8.254,-1.1
9.6303,0.0
8.2313,0.0
9.9105,-0.5
8.872,1.4
10.402,1.4
9.5833,1.4
10.73,1.4
9.6067,3.6
11.6008,6.1
11.0248,2.5
9.2101,4.6
9.2388,6.0
11.4016,6.1
10.4438,6.2
9.9737,6.1
8.5647,6.1
9.506,6.2
9.1156,6.2
9.292,6.2
8.0955,6.1
11.2177,2.1
10.3124,6.2
7.3008,6.0
6.5889,2.8
9.9568,2.2
9.7513,2.1
9.2308,6.2
8.2778,6.2
8.4523,6.1
8.1869,6.2
7.4667,6.1
7.1515,2.0
9.5882,1.4
9.2734,-6.1
6.0208,0.0
6.0729,0.0
9.1205,0.1
9.3306,-0.1
7.9094,0.0
8.3234,0.0
7.9818,0.0
8.5675,0.0
7.5277,0.0
7.5734,0.0
8.3596,0.0
8.3869,0.0
6.8318,-1.1
7.2308,2.2
7.683,3.1
7.1204,3.9
6.2641,4.6
5.716,5.0
6.5752,5.0
5.7778,5.0
5.7152,5.0
4.9224,5.1
5.7971,11.8
5.1829,11.9
4.0345,12.0
3.6932,10.5
3.3716,15.1
3.1358,14.2
2.4956,15.3
1.154,16.7
2.904,20.3
2.4808,19.5
2.1759,20.0
0.1838,20.8
1.2455,21.0
0.9354,20.8
0.7612,21.0
-0.0481,20.9
1.8299,21.0
1.8039,21.0
1.614,21.0
0.4946,22.0
2.8414,22.0
3.3442,20.9
2.8699,18.2
1.6526,21.1
2.336,21.2
2.1462,17.0
2.646,19.9
1.9974,20.2
3.0889,18.1
2.7598,17.0
3.2673,16.9
2.6704,10.2
4.1512,10.1
4.5173,9.5
4.2231,7.6
4.0663,5.9
4.8252,5.8
4.9005,5.7
5.0575,3.3
4.9808,0.7
5.8781,0.6
5.8247,-3.3
5.3509,13.8
5.0047,14.8
6.9009,16.9
7.188,11.8
6.875,12.2
5.8474,6.4
6.6314,6.9
6.6093,6.9
6.3656,7.0
6.3478,7.5
6.9947,7.5
6.6764,11.9
5.9476,11.8
5.0658,11.5
7.6742,12.8
7.9828,12.8
5.8843,9.0
4.7913,6.1
6.6769,13.6
7.2928,7.5
6.2172,13.2
5.8567,13.3
6.9784,13.4
7.4138,12.0
5.5057,13.3
5.1808,13.1
5.6291,10.4
5.9834,11.9
4.9611,7.8
4.3904,9.7
5.6067,12.5
5.8108,12.4
6.2899,12.3
6.0013,12.3
6.524,9.8
6.282,9.9
5.3483,13.9
6.3522,14.0
5.5257,18.9
5.8083,22.6
5.6169,22.6
6.6075,21.6
6.8499,16.5
6.4211,17.0
6.8166,17.0
7.1808,15.6
6.433,15.5
5.884,15.4
4.6186,15.0
5.6277,14.8
6.2432,15.8
6.1344,16.1
4.896,16.1
5.4055,15.9
6.1367,14.8
5.9104,14.8
5.9392,15.9
6.0451,14.9
5.935,16.2
5.5696,16.2
4.1255,15.8
4.6824,17.5
5.182,18.3
4.8997,17.5
3.5373,17.5
3.7411,17.5
4.2023,17.4
3.9046,13.4
4.4276,13.3
3.8024,8.3
4.2291,4.6
3.7899,4.5
3.3129,3.3
3.1574,3.3
2.289,16.1
0.8251,15.2
1.3108,5.3
1.4075,5.2
1.4859,5.4
1.0678,14.5
2.9508,14.3
1.4465,13.6
2.7212,14.3
1.5137,5.9
2.1679,6.1
1.1737,5.8
1.6944,5.7
-0.508,4.6
0.8493,3.3
0.2271,2.5
0.5606,1.9
-0.1212,1.6
1.4179,-6.2
0.2573,-0.1
1.9667,-0.4
0.9833,7.1
2.5315,9.9
1.7829,-3.8
1.6209,5.9
0.981,6.1
1.9988,6.6
1.8196,-0.3
1.8014,-6.4
1.7657,0.8
2.1716,1.1
1.4209,0.0
2.0862,1.1
2.5269,2.0
3.8723,0.1
3.3773,-1.1
2.4116,6.8
2.4921,6.9
4.2532,6.9
5.0287,6.9
4.7203,6.9
4.9841,6.8
6.3708,0.0
7.0629,0.1
5.0441,0.0
3.7227,2.1
5.4751,7.0
6.5577,7.0
7.2122,11.1
6.9646,4.9
6.926,9.6
7.2635,9.4
7.5712,3.8
7.4443,0.2
7.8458,0.1
8.6623,-0.1
6.9354,6.9
7.0527,6.7
6.3823,9.3
7.1917,-2.9
6.2908,5.5
6.4149,5.8
5.678,5.7
6.8834,0.0
5.9887,-0.8
6.4988,4.9
5.1268,0.2
5.9552,0.2
5.447,0.1
6.1496,-0.1
4.6376,0.1
6.2657,-0.1
4.5487,0.0
5.3442,-4.6
4.593,0.1
5.4207,0.2
3.4946,0.1
4.4708,0.1
3.8801,0.0
4.3413,0.1
3.6423,0.1
3.9201,-0.3
3.9427,0.1
5.4074,0.0
5.1676,0.1
5.3945,0.1
5.6009,0.1
6.2675,-0.1
4.1598,-0.5
4.4532,-0.4
5.1518,-0.4
5.9576,2.7
4.0639,10.0
3.9914,2.4
3.2177,5.7
4.0957,-2.7
4.4897,6.3
5.0655,7.4
6.0147,8.3
5.8646,-2.6
4.8414,7.9
5.0298,7.9
6.8972,7.9
7.2298,6.1
5.8496,6.2
6.2079,7.8
6.4478,7.9
6.2828,8.4
5.2631,6.3
5.8453,8.4
6.1295,8.4
5.6355,8.4
5.4687,8.3
5.8147,8.3
6.6544,8.4
6.5423,8.3
5.225,8.4
5.5796,9.1
5.1828,9.0
4.4798,9.0
2.8249,8.8
3.5801,8.4
2.7534,7.6
2.8434,-1.2
2.7825,7.3
3.4883,7.3
2.8423,7.5
2.6004,5.7
1.7125,-2.2
1.9031,4.9
1.1914,7.9
0.9684,8.7
0.0229,9.0
0.4847,10.0
0.3909,10.1
0.1143,11.0
0.1086,12.0
0.1553,12.5
0.7204,12.7
0.3848,12.8
-1.0225,9.0
-0.8447,5.8
-0.257,5.7
0.0608,12.7
-0.3425,9.0
-0.2152,5.7
-0.275,3.0
-0.3242,8.7
-0.4702,3.3
-0.2789,4.9
-0.2849,3.5
-0.5798,8.7
-1.0321,4.1
-1.1308,8.5
0.0059,8.5
0.2772,4.1
0.2769,3.6
-0.2064,8.3
0.7383,8.3
0.9077,4.0
0.6874,3.3
0.4646,-8.0
2.1604,0.0
1.9758,-0.5
0.782,-0.8
0.9577,0.1
3.0782,0.1
2.8219,0.1
1.8231,0.1
1.563,0.1
3.7745,0.0
3.7549,0.1
3.1957,0.1
3.4507,1.5
5.0648,1.6
4.6259,1.4
4.8572,4.9
5.3754,6.0
7.9904,6.0
7.4311,6.0
5.4835,6.0
5.5989,6.0
7.9846,5.9
7.6113,6.0
6.3504,6.2
6.9368,7.2
7.3602,8.2
6.9476,10.2
6.2799,11.2
6.7207,11.7
9.0494,12.4
7.3048,13.9
5.7582,14.7
5.6884,16.1
7.343,17.1
6.1652,6.1
5.2609,6.2
5.8363,6.0
5.9078,3.3
4.7459,3.9
5.2236,6.2
5.5225,6.3
7.214,5.9
5.2944,3.3
5.334,1.1
4.3223,7.1
6.322,12.4
4.1211,12.2
3.7138,6.8
4.9792,6.9
4.5842,12.3
2.7082,12.4
4.7254,12.2
4.7884,12.4
6.5345,12.4
4.8434,12.4
4.9644,13.0
4.3032,13.1
5.8271,13.3
4.4972,15.0
4.0765,17.7
3.5982,18.3
4.9189,18.4
4.3052,18.6
5.1336,19.0
5.0582,19.4
5.8529,19.6
4.33,19.7
4.7329,20.2
4.4935,20.4
5.2017,21.0
4.009,21.7
4.2698,22.0
4.0573,22.9
4.4142,7.0
3.4913,12.2
3.8879,4.4
3.9939,0.1
3.5297,-1.2
2.0908,7.3
3.0928,7.3
2.3609,-5.0
2.4363,6.3
2.2387,6.3
2.8925,6.3
2.8192,6.4
3.3561,6.4
2.9639,6.4
3.9454,8.0
3.7726,8.3
2.8339,8.3
2.5628,8.3
3.9096,6.0
3.6693,5.9
2.579,8.3
2.8662,6.1
3.953,6.0
4.3462,8.3
3.9391,7.4
3.9523,7.3
4.8916,6.5
4.3376,6.3
3.3322,6.2
3.1935,8.3
4.9412,8.2
4.7566,8.0
3.3373,8.3
3.7578,8.3
4.7834,8.3
4.9958,8.3
4.8576,8.1
4.8802,7.2
6.1653,4.4
5.4764,-2.9
4.5896,4.3
4.8943,4.2
6.7416,4.3
6.3015,4.3
4.7153,4.1
4.8249,3.2
5.9841,3.3
5.7196,3.2
4.6168,3.7
4.7403,7.5
6.7052,8.0
6.2698,6.2
6.0326,8.5
5.9013,6.4
7.4614,8.4
6.7807,8.4
6.346,8.4
6.0806,8.4
7.4681,8.4
6.8032,8.4
6.289,17.2
6.2934,17.6
8.4127,17.7
7.8458,17.6
7.5624,17.5
6.692,17.6
7.4954,17.5
6.7633,17.4
7.1548,16.9
6.3972,16.3
7.5902,14.1
6.9919,17.6
5.2369,17.9
4.9848,17.6
6.1818,18.5
5.6739,19.7
5.8352,12.4
5.1049,19.7
5.0463,15.2
4.3245,21.4
4.6256,20.4
4.2064,21.9
5.0969,23.6
4.5668,23.7
3.812,23.7
3.5838,20.3
4.5202,23.2
4.2911,19.9
4.8877,19.8
4.3213,19.9
3.9752,22.2
3.5315,13.6
3.7983,15.3
3.5886,27.2
4.0369,26.9
3.6579,19.6
2.9411,27.7
3.6454,26.3
4.1747,22.0
4.25,22.0
4.7571,21.7
4.1106,21.7
3.592,18.3
3.4345,17.9
3.8214,17.9
4.1628,16.5
3.7843,15.7
3.3197,15.1
3.7139,15.0
3.9805,14.8
3.763,13.0
3.6397,12.9
4.1821,11.4
3.9499,10.3
3.7892,10.2
3.2506,11.7
3.5342,11.0
3.8471,11.0
3.5227,10.9
2.9053,10.5
3.6013,10.3
3.8074,7.8
4.2082,5.1
3.8068,3.0
3.9032,2.9
3.9961,1.3
4.7869,0.0
3.8008,11.0
3.5963,11.0
3.555,11.0
3.5754,10.9
3.0398,4.3
3.9722,4.2
3.6185,3.8
4.1817,2.0
3.8478,0.2
4.3045,0.1
3.4947,11.0
3.904,7.5
3.412,7.3
3.5521,7.2
3.5649,6.0
3.6412,5.4
3.4069,3.4
3.5412,2.1
3.3951,1.5
3.7789,1.4
3.9436,0.9
3.2334,0.1
2.9096,-7.7
3.4806,9.0
3.9826,9.5
3.1531,9.5
2.7357,3.2
3.1109,3.2
3.6801,3.2
1.9724,-0.7
1.4848,2.5
1.9035,8.7
3.2624,8.6
3.6258,8.8
2.7,8.8
2.7238,2.9
3.9029,2.8
3.4516,2.7
2.8714,8.1
3.641,8.1
5.8575,8.1
6.3841,8.1
5.7769,8.1
5.4516,8.1
6.339,3.3
6.5442,3.2
4.6426,3.1
4.7072,2.7
5.7287,2.6
6.0171,-7.3
6.3379,0.7
6.0052,0.5
7.4784,0.5
7.6723,0.6
7.2031,2.2
7.023,2.1
7.4405,2.0
7.5576,2.0
6.5558,2.2
7.3991,2.2
7.6185,2.2
7.7106,2.1
7.0022,2.2
7.1156,2.2
8.2556,2.1
7.1477,-2.2
6.6647,0.0
7.1348,-1.6
7.2405,-0.4
6.9334,-0.1
5.9133,0.0
7.401,-4.5
7.2029,0.0
6.546,-1.4
6.3024,-0.7
6.6531,0.1
8.1294,3.2
7.0983,6.0
6.2491,6.1
7.395,6.0
6.9691,2.2
6.517,1.6
5.0146,-5.5
6.5467,-1.9
6.346,0.0
5.8774,2.0
5.743,-0.4
6.0893,1.6
6.9643,1.4
6.3442,0.1
5.6724,1.6
6.5793,1.6
6.7433,1.7
5.1206,1.8
4.097,1.8
5.1508,1.8
5.5066,2.7
4.8011,2.7
5.0518,3.7
4.5569,4.6
5.6286,5.7
4.8046,4.1
4.5083,9.3
4.2584,8.3
4.7237,8.4
3.4429,8.3
3.3241,8.4
3.876,8.3
4.6344,8.4
2.9698,8.3
3.2059,8.4
2.6398,8.4
3.55,9.2
2.5635,9.1
2.5266,9.1
2.215,9.4
2.3936,12.4
0.9456,15.3
1.3092,8.5
2.4875,8.4
3.0111,3.7
1.2592,8.3
1.5987,4.0
1.2999,8.4
1.6187,5.5
0.619,5.8
0.6053,5.7
0.3286,5.6
0.5694,5.9
-0.5008,6.3
-0.0655,6.1
0.9188,4.2
1.5795,1.4
0.2793,0.1
0.52,-1.5
0.7968,4.8
1.2684,6.8
1.2581,1.8
1.2418,2.1
1.1531,2.7
1.8714,6.7
0.8885,4.3
1.2348,4.7
1.833,4.7
2.8828,6.7
1.7479,6.5
1.299,4.5
1.6824,6.8
2.2882,5.3
2.1793,6.1
1.8892,5.4
1.7521,5.4
2.0638,6.5
1.3091,8.0
1.4488,8.0
1.2758,6.5
2.2826,6.4
1.843,6.4
1.6137,9.8
1.3284,4.0
2.0157,3.9
1.4877,3.3
1.3424,10.7
0.8035,10.4
0.9735,10.6
1.007,10.5
1.3612,4.8
0.9551,8.1
1.2614,13.6
1.782,16.1
1.6712,15.8
1.9892,15.8
2.9203,15.9
3.6128,15.9
2.7026,15.8
3.1898,11.5
2.1974,11.4
2.7216,11.2
3.2172,11.2
2.6401,9.6
2.2427,9.5
2.3654,11.0
2.3795,14.4
2.4323,8.4
2.119,15.4
2.9327,15.4
2.7585,8.8
2.7836,8.7
1.829,8.9
1.9154,7.0
1.9586,9.0
2.1191,9.2
1.6611,9.2
1.4329,6.0
1.7496,6.2
1.862,6.0
1.5092,6.0
2.3726,9.5
2.1849,2.6
2.0838,2.6
1.3043,-1.7
1.4737,5.2
1.5104,5.2
1.4428,5.2
1.0035,0.1
1.5119,5.3
1.4105,5.2
1.5082,0.4
1.0864,0.1
3.1385,0.0
2.6021,5.0
2.4727,4.9
1.9153,5.0
2.9779,4.8
2.9376,4.1
2.4357,4.1
2.1044,0.3
3.149,0.2
2.8628,-4.9
2.4832,-0.5
2.2772,1.1
3.6011,1.0
3.1367,-1.0
2.7078,0.1
2.5186,-0.1
3.4522,0.0
3.3005,-2.3
2.827,0.0
3.0943,-1.6
3.7662,3.9
3.5838,-2.2
3.2677,1.8
4.0592,1.8
3.8565,0.1
3.6286,-0.4
3.3765,-0.7
3.5807,0.7
4.9457,-0.7
4.7283,-1.1
4.3663,0.0
5.3115,0.0
6.3727,-5.1
6.1714,1.9
5.1935,1.8
6.5348,-0.9
7.4183,2.4
7.1837,7.5
6.179,7.7
6.3583,7.7
7.6607,7.6
7.577,7.6
6.8064,7.6
7.1077,7.7
8.2154,7.7
8.3051,7.7
6.4954,7.7
7.5852,7.7
9.793,7.6
9.8272,7.7
8.7337,7.6
8.897,7.7
9.8641,7.7
9.877,7.7
8.8069,7.7
8.193,7.7
9.5994,7.7
9.2718,7.7
7.6507,7.7
8.2571,7.7
10.9815,7.6
10.8174,7.6
10.3516,7.6
10.3176,5.0
11.0715,7.6
10.283,5.1
9.3671,5.1
8.622,5.0
10.0003,-0.1
8.9045,5.0
7.8926,0.4
7.7649,0.2
9.0073,0.1
8.1458,0.0
8.4808,4.8
8.1291,4.9
9.0558,4.9
7.5004,4.9
7.1223,0.1
6.5407,-0.9
7.4168,3.8
6.3732,0.1
6.1211,-0.5
5.8203,3.2
6.1052,3.2
5.2898,3.2
5.8364,3.2
5.6997,3.2
5.9763,2.4
4.5084,2.4
4.2676,3.2
3.5895,3.2
3.9412,3.2
3.8344,0.2
4.1113,0.2
3.8116,0.2
3.661,0.1
3.2306,-0.2
3.7751,0.0
3.3358,0.0
3.1359,-0.6
2.5829,2.8
2.9688,2.8
2.6559,2.8
